station,frequency,year,url,dest
22217,daily,1986,https://data.meteostat.net/daily/1986/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1986\22217.csv.gz
22217,daily,1987,https://data.meteostat.net/daily/1987/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1987\22217.csv.gz
22217,daily,1988,https://data.meteostat.net/daily/1988/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1988\22217.csv.gz
22217,daily,1989,https://data.meteostat.net/daily/1989/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1989\22217.csv.gz
22217,daily,1990,https://data.meteostat.net/daily/1990/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1990\22217.csv.gz
22217,daily,1991,https://data.meteostat.net/daily/1991/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1991\22217.csv.gz
22217,daily,1992,https://data.meteostat.net/daily/1992/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1992\22217.csv.gz
22217,daily,1993,https://data.meteostat.net/daily/1993/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1993\22217.csv.gz
22217,daily,1994,https://data.meteostat.net/daily/1994/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1994\22217.csv.gz
22217,daily,1995,https://data.meteostat.net/daily/1995/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1995\22217.csv.gz
